authorshipnumber,articlenumber,journal,volume,issue,startpage,pubyear,pubmonth,receiveddate,title,link1,link2,last,first,middle,position
2776,342,Ophthalmology,125,11,1784,2018,11,21-Feb-17,The Relationship of Retinal Vessel Geometric Characteristics to the Incidence and Progression of Diabetic Retinopathy.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=prem2&AN=29779685,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:29779685&id=doi:10.1016%2Fj.ophtha.2018.04.023&issn=0161-6420&isbn=&volume=125&issue=11&spage=1784&date=2018&title=Ophthalmology&atitle=The+Relationship+of+Retinal+Vessel+Geometric+Characteristics+to+the+Incidence+and+Progression+of+Diabetic+Retinopathy.&aulast=Klein&pid=%3CAN%3E29779685%3C%2FAN%3E,Cheung,Carol,Y,m
2777,342,Ophthalmology,125,11,1784,2018,11,21-Feb-17,The Relationship of Retinal Vessel Geometric Characteristics to the Incidence and Progression of Diabetic Retinopathy.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=prem2&AN=29779685,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:29779685&id=doi:10.1016%2Fj.ophtha.2018.04.023&issn=0161-6420&isbn=&volume=125&issue=11&spage=1784&date=2018&title=Ophthalmology&atitle=The+Relationship+of+Retinal+Vessel+Geometric+Characteristics+to+the+Incidence+and+Progression+of+Diabetic+Retinopathy.&aulast=Klein&pid=%3CAN%3E29779685%3C%2FAN%3E,Klein,Barbara,E K,l
2778,343,Ophthalmology,125,11,1793,2018,11,20-Dec-17,Pigmentary Maculopathy Associated with Chronic Exposure to Pentosan Polysulfate Sodium.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=prem&AN=29801663,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:29801663&id=doi:10.1016%2Fj.ophtha.2018.04.026&issn=0161-6420&isbn=&volume=125&issue=11&spage=1793&date=2018&title=Ophthalmology&atitle=Pigmentary+Maculopathy+Associated+with+Chronic+Exposure+to+Pentosan+Polysulfate+Sodium.&aulast=Pearce&pid=%3CAN%3E29801663%3C%2FAN%3E,Pearce,William,A,f
2779,343,Ophthalmology,125,11,1793,2018,11,20-Dec-17,Pigmentary Maculopathy Associated with Chronic Exposure to Pentosan Polysulfate Sodium.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=prem&AN=29801663,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:29801663&id=doi:10.1016%2Fj.ophtha.2018.04.026&issn=0161-6420&isbn=&volume=125&issue=11&spage=1793&date=2018&title=Ophthalmology&atitle=Pigmentary+Maculopathy+Associated+with+Chronic+Exposure+to+Pentosan+Polysulfate+Sodium.&aulast=Pearce&pid=%3CAN%3E29801663%3C%2FAN%3E,Chen,Rui,,m
2780,343,Ophthalmology,125,11,1793,2018,11,20-Dec-17,Pigmentary Maculopathy Associated with Chronic Exposure to Pentosan Polysulfate Sodium.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=prem&AN=29801663,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:29801663&id=doi:10.1016%2Fj.ophtha.2018.04.026&issn=0161-6420&isbn=&volume=125&issue=11&spage=1793&date=2018&title=Ophthalmology&atitle=Pigmentary+Maculopathy+Associated+with+Chronic+Exposure+to+Pentosan+Polysulfate+Sodium.&aulast=Pearce&pid=%3CAN%3E29801663%3C%2FAN%3E,Jain,Nieraj,,l
2781,344,Ophthalmology,125,11,1803,2018,11,25-Feb-18,Ophthalmic Vascular Events after Primary Unilateral Intra-arterial Chemotherapy for Retinoblastoma in Early and Recent Eras.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=prem&AN=29921454,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:29921454&id=doi:10.1016%2Fj.ophtha.2018.05.013&issn=0161-6420&isbn=&volume=125&issue=11&spage=1803&date=2018&title=Ophthalmology&atitle=Ophthalmic+Vascular+Events+after+Primary+Unilateral+Intra-arterial+Chemotherapy+for+Retinoblastoma+in+Early+and+Recent+Eras.&aulast=Dalvin&pid=%3CAN%3E29921454%3C%2FAN%3E,Dalvin,Lauren,A,f
2782,344,Ophthalmology,125,11,1803,2018,11,25-Feb-18,Ophthalmic Vascular Events after Primary Unilateral Intra-arterial Chemotherapy for Retinoblastoma in Early and Recent Eras.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=prem&AN=29921454,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:29921454&id=doi:10.1016%2Fj.ophtha.2018.05.013&issn=0161-6420&isbn=&volume=125&issue=11&spage=1803&date=2018&title=Ophthalmology&atitle=Ophthalmic+Vascular+Events+after+Primary+Unilateral+Intra-arterial+Chemotherapy+for+Retinoblastoma+in+Early+and+Recent+Eras.&aulast=Dalvin&pid=%3CAN%3E29921454%3C%2FAN%3E,Ancona-Lezama,David,,m
2783,344,Ophthalmology,125,11,1803,2018,11,25-Feb-18,Ophthalmic Vascular Events after Primary Unilateral Intra-arterial Chemotherapy for Retinoblastoma in Early and Recent Eras.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=prem&AN=29921454,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:29921454&id=doi:10.1016%2Fj.ophtha.2018.05.013&issn=0161-6420&isbn=&volume=125&issue=11&spage=1803&date=2018&title=Ophthalmology&atitle=Ophthalmic+Vascular+Events+after+Primary+Unilateral+Intra-arterial+Chemotherapy+for+Retinoblastoma+in+Early+and+Recent+Eras.&aulast=Dalvin&pid=%3CAN%3E29921454%3C%2FAN%3E,Lucio-Alvarez,J,Antonio,m
2784,344,Ophthalmology,125,11,1803,2018,11,25-Feb-18,Ophthalmic Vascular Events after Primary Unilateral Intra-arterial Chemotherapy for Retinoblastoma in Early and Recent Eras.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=prem&AN=29921454,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:29921454&id=doi:10.1016%2Fj.ophtha.2018.05.013&issn=0161-6420&isbn=&volume=125&issue=11&spage=1803&date=2018&title=Ophthalmology&atitle=Ophthalmic+Vascular+Events+after+Primary+Unilateral+Intra-arterial+Chemotherapy+for+Retinoblastoma+in+Early+and+Recent+Eras.&aulast=Dalvin&pid=%3CAN%3E29921454%3C%2FAN%3E,Masoomian,Babak,,m
2785,344,Ophthalmology,125,11,1803,2018,11,25-Feb-18,Ophthalmic Vascular Events after Primary Unilateral Intra-arterial Chemotherapy for Retinoblastoma in Early and Recent Eras.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=prem&AN=29921454,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:29921454&id=doi:10.1016%2Fj.ophtha.2018.05.013&issn=0161-6420&isbn=&volume=125&issue=11&spage=1803&date=2018&title=Ophthalmology&atitle=Ophthalmic+Vascular+Events+after+Primary+Unilateral+Intra-arterial+Chemotherapy+for+Retinoblastoma+in+Early+and+Recent+Eras.&aulast=Dalvin&pid=%3CAN%3E29921454%3C%2FAN%3E,Jabbour,Pascal,,m
2786,344,Ophthalmology,125,11,1803,2018,11,25-Feb-18,Ophthalmic Vascular Events after Primary Unilateral Intra-arterial Chemotherapy for Retinoblastoma in Early and Recent Eras.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=prem&AN=29921454,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:29921454&id=doi:10.1016%2Fj.ophtha.2018.05.013&issn=0161-6420&isbn=&volume=125&issue=11&spage=1803&date=2018&title=Ophthalmology&atitle=Ophthalmic+Vascular+Events+after+Primary+Unilateral+Intra-arterial+Chemotherapy+for+Retinoblastoma+in+Early+and+Recent+Eras.&aulast=Dalvin&pid=%3CAN%3E29921454%3C%2FAN%3E,Shields,Carol,L,l
2787,345,Ophthalmology,125,11,1817,2018,11,7-May-18,Spectral-Domain OCT: Helping the Clinician Diagnose Glaucoma: A Report by the American Academy of Ophthalmology.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=prem&AN=30322450,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:30322450&id=doi:10.1016%2Fj.ophtha.2018.05.008&issn=0161-6420&isbn=&volume=125&issue=11&spage=1817&date=2018&title=Ophthalmology&atitle=Spectral-Domain+OCT%3A+Helping+the+Clinician+Diagnose+Glaucoma%3A+A+Report+by+the+American+Academy+of+Ophthalmology.&aulast=Chen&pid=%3CAN%3E30322450%3C%2FAN%3E,Chen,Teresa,C,f
2788,345,Ophthalmology,125,11,1817,2018,11,7-May-18,Spectral-Domain OCT: Helping the Clinician Diagnose Glaucoma: A Report by the American Academy of Ophthalmology.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=prem&AN=30322450,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:30322450&id=doi:10.1016%2Fj.ophtha.2018.05.008&issn=0161-6420&isbn=&volume=125&issue=11&spage=1817&date=2018&title=Ophthalmology&atitle=Spectral-Domain+OCT%3A+Helping+the+Clinician+Diagnose+Glaucoma%3A+A+Report+by+the+American+Academy+of+Ophthalmology.&aulast=Chen&pid=%3CAN%3E30322450%3C%2FAN%3E,Hoguet,Ambika,,m
2789,345,Ophthalmology,125,11,1817,2018,11,7-May-18,Spectral-Domain OCT: Helping the Clinician Diagnose Glaucoma: A Report by the American Academy of Ophthalmology.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=prem&AN=30322450,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:30322450&id=doi:10.1016%2Fj.ophtha.2018.05.008&issn=0161-6420&isbn=&volume=125&issue=11&spage=1817&date=2018&title=Ophthalmology&atitle=Spectral-Domain+OCT%3A+Helping+the+Clinician+Diagnose+Glaucoma%3A+A+Report+by+the+American+Academy+of+Ophthalmology.&aulast=Chen&pid=%3CAN%3E30322450%3C%2FAN%3E,Junk,Anna,K,m
2790,345,Ophthalmology,125,11,1817,2018,11,7-May-18,Spectral-Domain OCT: Helping the Clinician Diagnose Glaucoma: A Report by the American Academy of Ophthalmology.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=prem&AN=30322450,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:30322450&id=doi:10.1016%2Fj.ophtha.2018.05.008&issn=0161-6420&isbn=&volume=125&issue=11&spage=1817&date=2018&title=Ophthalmology&atitle=Spectral-Domain+OCT%3A+Helping+the+Clinician+Diagnose+Glaucoma%3A+A+Report+by+the+American+Academy+of+Ophthalmology.&aulast=Chen&pid=%3CAN%3E30322450%3C%2FAN%3E,Nouri-Mahdavi,Kouros,,m
2791,345,Ophthalmology,125,11,1817,2018,11,7-May-18,Spectral-Domain OCT: Helping the Clinician Diagnose Glaucoma: A Report by the American Academy of Ophthalmology.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=prem&AN=30322450,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:30322450&id=doi:10.1016%2Fj.ophtha.2018.05.008&issn=0161-6420&isbn=&volume=125&issue=11&spage=1817&date=2018&title=Ophthalmology&atitle=Spectral-Domain+OCT%3A+Helping+the+Clinician+Diagnose+Glaucoma%3A+A+Report+by+the+American+Academy+of+Ophthalmology.&aulast=Chen&pid=%3CAN%3E30322450%3C%2FAN%3E,Radhakrishnan,Sunita,,m
2792,345,Ophthalmology,125,11,1817,2018,11,7-May-18,Spectral-Domain OCT: Helping the Clinician Diagnose Glaucoma: A Report by the American Academy of Ophthalmology.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=prem&AN=30322450,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:30322450&id=doi:10.1016%2Fj.ophtha.2018.05.008&issn=0161-6420&isbn=&volume=125&issue=11&spage=1817&date=2018&title=Ophthalmology&atitle=Spectral-Domain+OCT%3A+Helping+the+Clinician+Diagnose+Glaucoma%3A+A+Report+by+the+American+Academy+of+Ophthalmology.&aulast=Chen&pid=%3CAN%3E30322450%3C%2FAN%3E,Takusagawa,Hana,L,m
2793,345,Ophthalmology,125,11,1817,2018,11,7-May-18,Spectral-Domain OCT: Helping the Clinician Diagnose Glaucoma: A Report by the American Academy of Ophthalmology.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=prem&AN=30322450,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:30322450&id=doi:10.1016%2Fj.ophtha.2018.05.008&issn=0161-6420&isbn=&volume=125&issue=11&spage=1817&date=2018&title=Ophthalmology&atitle=Spectral-Domain+OCT%3A+Helping+the+Clinician+Diagnose+Glaucoma%3A+A+Report+by+the+American+Academy+of+Ophthalmology.&aulast=Chen&pid=%3CAN%3E30322450%3C%2FAN%3E,Chen,Philip,P,l
2794,346,Ophthalmology,125,12,1844,2018,12,7-Apr-18,Six-Year Incidence of and Risk Factors for Cataract Surgery in a Multi-ethnic Asian Population: The Singapore Epidemiology of Eye Diseases Study.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=prem2&AN=30077615,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:30077615&id=doi:10.1016%2Fj.ophtha.2018.07.026&issn=0161-6420&isbn=&volume=125&issue=12&spage=1844&date=2018&title=Ophthalmology&atitle=Six-Year+Incidence+of+and+Risk+Factors+for+Cataract+Surgery+in+a+Multi-ethnic+Asian+Population%3A+The+Singapore+Epidemiology+of+Eye+Diseases+Study.&aulast=Tan&pid=%3CAN%3E30077615%3C%2FAN%3E,Tan,Ava,Grace,f
2795,346,Ophthalmology,125,12,1844,2018,12,7-Apr-18,Six-Year Incidence of and Risk Factors for Cataract Surgery in a Multi-ethnic Asian Population: The Singapore Epidemiology of Eye Diseases Study.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=prem2&AN=30077615,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:30077615&id=doi:10.1016%2Fj.ophtha.2018.07.026&issn=0161-6420&isbn=&volume=125&issue=12&spage=1844&date=2018&title=Ophthalmology&atitle=Six-Year+Incidence+of+and+Risk+Factors+for+Cataract+Surgery+in+a+Multi-ethnic+Asian+Population%3A+The+Singapore+Epidemiology+of+Eye+Diseases+Study.&aulast=Tan&pid=%3CAN%3E30077615%3C%2FAN%3E,Kifley,Annette,,m
2796,346,Ophthalmology,125,12,1844,2018,12,7-Apr-18,Six-Year Incidence of and Risk Factors for Cataract Surgery in a Multi-ethnic Asian Population: The Singapore Epidemiology of Eye Diseases Study.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=prem2&AN=30077615,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:30077615&id=doi:10.1016%2Fj.ophtha.2018.07.026&issn=0161-6420&isbn=&volume=125&issue=12&spage=1844&date=2018&title=Ophthalmology&atitle=Six-Year+Incidence+of+and+Risk+Factors+for+Cataract+Surgery+in+a+Multi-ethnic+Asian+Population%3A+The+Singapore+Epidemiology+of+Eye+Diseases+Study.&aulast=Tan&pid=%3CAN%3E30077615%3C%2FAN%3E,Tham,Yih-Chung,,m
2797,346,Ophthalmology,125,12,1844,2018,12,7-Apr-18,Six-Year Incidence of and Risk Factors for Cataract Surgery in a Multi-ethnic Asian Population: The Singapore Epidemiology of Eye Diseases Study.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=prem2&AN=30077615,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:30077615&id=doi:10.1016%2Fj.ophtha.2018.07.026&issn=0161-6420&isbn=&volume=125&issue=12&spage=1844&date=2018&title=Ophthalmology&atitle=Six-Year+Incidence+of+and+Risk+Factors+for+Cataract+Surgery+in+a+Multi-ethnic+Asian+Population%3A+The+Singapore+Epidemiology+of+Eye+Diseases+Study.&aulast=Tan&pid=%3CAN%3E30077615%3C%2FAN%3E,Shi,Yuan,,m
2798,346,Ophthalmology,125,12,1844,2018,12,7-Apr-18,Six-Year Incidence of and Risk Factors for Cataract Surgery in a Multi-ethnic Asian Population: The Singapore Epidemiology of Eye Diseases Study.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=prem2&AN=30077615,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:30077615&id=doi:10.1016%2Fj.ophtha.2018.07.026&issn=0161-6420&isbn=&volume=125&issue=12&spage=1844&date=2018&title=Ophthalmology&atitle=Six-Year+Incidence+of+and+Risk+Factors+for+Cataract+Surgery+in+a+Multi-ethnic+Asian+Population%3A+The+Singapore+Epidemiology+of+Eye+Diseases+Study.&aulast=Tan&pid=%3CAN%3E30077615%3C%2FAN%3E,Chee,Miao,Li,m
2799,346,Ophthalmology,125,12,1844,2018,12,7-Apr-18,Six-Year Incidence of and Risk Factors for Cataract Surgery in a Multi-ethnic Asian Population: The Singapore Epidemiology of Eye Diseases Study.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=prem2&AN=30077615,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:30077615&id=doi:10.1016%2Fj.ophtha.2018.07.026&issn=0161-6420&isbn=&volume=125&issue=12&spage=1844&date=2018&title=Ophthalmology&atitle=Six-Year+Incidence+of+and+Risk+Factors+for+Cataract+Surgery+in+a+Multi-ethnic+Asian+Population%3A+The+Singapore+Epidemiology+of+Eye+Diseases+Study.&aulast=Tan&pid=%3CAN%3E30077615%3C%2FAN%3E,Sabanayagam,Charumathi,,m
2800,346,Ophthalmology,125,12,1844,2018,12,7-Apr-18,Six-Year Incidence of and Risk Factors for Cataract Surgery in a Multi-ethnic Asian Population: The Singapore Epidemiology of Eye Diseases Study.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=prem2&AN=30077615,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:30077615&id=doi:10.1016%2Fj.ophtha.2018.07.026&issn=0161-6420&isbn=&volume=125&issue=12&spage=1844&date=2018&title=Ophthalmology&atitle=Six-Year+Incidence+of+and+Risk+Factors+for+Cataract+Surgery+in+a+Multi-ethnic+Asian+Population%3A+The+Singapore+Epidemiology+of+Eye+Diseases+Study.&aulast=Tan&pid=%3CAN%3E30077615%3C%2FAN%3E,Tan,Nicholas,Yi Qiang,m
2801,346,Ophthalmology,125,12,1844,2018,12,7-Apr-18,Six-Year Incidence of and Risk Factors for Cataract Surgery in a Multi-ethnic Asian Population: The Singapore Epidemiology of Eye Diseases Study.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=prem2&AN=30077615,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:30077615&id=doi:10.1016%2Fj.ophtha.2018.07.026&issn=0161-6420&isbn=&volume=125&issue=12&spage=1844&date=2018&title=Ophthalmology&atitle=Six-Year+Incidence+of+and+Risk+Factors+for+Cataract+Surgery+in+a+Multi-ethnic+Asian+Population%3A+The+Singapore+Epidemiology+of+Eye+Diseases+Study.&aulast=Tan&pid=%3CAN%3E30077615%3C%2FAN%3E,Wong,Kah,Hie,m
2802,346,Ophthalmology,125,12,1844,2018,12,7-Apr-18,Six-Year Incidence of and Risk Factors for Cataract Surgery in a Multi-ethnic Asian Population: The Singapore Epidemiology of Eye Diseases Study.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=prem2&AN=30077615,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:30077615&id=doi:10.1016%2Fj.ophtha.2018.07.026&issn=0161-6420&isbn=&volume=125&issue=12&spage=1844&date=2018&title=Ophthalmology&atitle=Six-Year+Incidence+of+and+Risk+Factors+for+Cataract+Surgery+in+a+Multi-ethnic+Asian+Population%3A+The+Singapore+Epidemiology+of+Eye+Diseases+Study.&aulast=Tan&pid=%3CAN%3E30077615%3C%2FAN%3E,Mitchell,Paul,,m
2803,346,Ophthalmology,125,12,1844,2018,12,7-Apr-18,Six-Year Incidence of and Risk Factors for Cataract Surgery in a Multi-ethnic Asian Population: The Singapore Epidemiology of Eye Diseases Study.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=prem2&AN=30077615,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:30077615&id=doi:10.1016%2Fj.ophtha.2018.07.026&issn=0161-6420&isbn=&volume=125&issue=12&spage=1844&date=2018&title=Ophthalmology&atitle=Six-Year+Incidence+of+and+Risk+Factors+for+Cataract+Surgery+in+a+Multi-ethnic+Asian+Population%3A+The+Singapore+Epidemiology+of+Eye+Diseases+Study.&aulast=Tan&pid=%3CAN%3E30077615%3C%2FAN%3E,Cumming,Robert,G,m
2804,346,Ophthalmology,125,12,1844,2018,12,7-Apr-18,Six-Year Incidence of and Risk Factors for Cataract Surgery in a Multi-ethnic Asian Population: The Singapore Epidemiology of Eye Diseases Study.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=prem2&AN=30077615,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:30077615&id=doi:10.1016%2Fj.ophtha.2018.07.026&issn=0161-6420&isbn=&volume=125&issue=12&spage=1844&date=2018&title=Ophthalmology&atitle=Six-Year+Incidence+of+and+Risk+Factors+for+Cataract+Surgery+in+a+Multi-ethnic+Asian+Population%3A+The+Singapore+Epidemiology+of+Eye+Diseases+Study.&aulast=Tan&pid=%3CAN%3E30077615%3C%2FAN%3E,Wong,Tien,Yin,m
2805,346,Ophthalmology,125,12,1844,2018,12,7-Apr-18,Six-Year Incidence of and Risk Factors for Cataract Surgery in a Multi-ethnic Asian Population: The Singapore Epidemiology of Eye Diseases Study.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=prem2&AN=30077615,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:30077615&id=doi:10.1016%2Fj.ophtha.2018.07.026&issn=0161-6420&isbn=&volume=125&issue=12&spage=1844&date=2018&title=Ophthalmology&atitle=Six-Year+Incidence+of+and+Risk+Factors+for+Cataract+Surgery+in+a+Multi-ethnic+Asian+Population%3A+The+Singapore+Epidemiology+of+Eye+Diseases+Study.&aulast=Tan&pid=%3CAN%3E30077615%3C%2FAN%3E,Wang,Jie,Jin,m
2806,346,Ophthalmology,125,12,1844,2018,12,7-Apr-18,Six-Year Incidence of and Risk Factors for Cataract Surgery in a Multi-ethnic Asian Population: The Singapore Epidemiology of Eye Diseases Study.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=prem2&AN=30077615,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:30077615&id=doi:10.1016%2Fj.ophtha.2018.07.026&issn=0161-6420&isbn=&volume=125&issue=12&spage=1844&date=2018&title=Ophthalmology&atitle=Six-Year+Incidence+of+and+Risk+Factors+for+Cataract+Surgery+in+a+Multi-ethnic+Asian+Population%3A+The+Singapore+Epidemiology+of+Eye+Diseases+Study.&aulast=Tan&pid=%3CAN%3E30077615%3C%2FAN%3E,Cheng,Ching-Yu,,l
